"cellID","date","lon","lat","activity_index_total","bounds"
1,2022-01-25,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-01-26,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-01-27,-123.01598,49.22432,0.109246,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-01-28,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-01-29,-123.01598,49.22432,0.124117,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-01-30,-123.01598,49.22432,0.077329,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-01-31,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-01,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-02,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-03,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-04,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-05,-123.01598,49.22432,0.27209,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-06,-123.01598,49.22432,0.102549,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-07,-123.01598,49.22432,0.264943,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-08,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-09,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-10,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-11,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-12,-123.01598,49.22432,0.138664,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-13,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-14,-123.01598,49.22432,0.101379,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-15,-123.01598,49.22432,0.04135,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-16,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-17,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-18,-123.01598,49.22432,0.059929,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-19,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-20,-123.01598,49.22432,0.167349,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-21,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-22,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-23,-123.01598,49.22432,0.126543,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-24,-123.01598,49.22432,0.107917,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-25,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-26,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-27,-123.01598,49.22432,0.187734,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-02-28,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-01,-123.01598,49.22432,0.019029,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-02,-123.01598,49.22432,0.109393,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-03,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-04,-123.01598,49.22432,0.013874,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-05,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-06,-123.01598,49.22432,0.123023,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-07,-123.01598,49.22432,0.195178,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-08,-123.01598,49.22432,0.127485,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-09,-123.01598,49.22432,0.132945,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-10,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-11,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-12,-123.01598,49.22432,0.043418,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-12,-123.01598,49.22432,0.084798,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-13,-123.01598,49.22432,0.171709,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-14,-123.01598,49.22432,0.024909,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-15,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-16,-123.01598,49.22432,0.161636,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-17,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-18,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-19,-123.01598,49.22432,0.077112,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-20,-123.01598,49.22432,0.078016,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-21,-123.01598,49.22432,0.164623,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-22,-123.01598,49.22432,0.108443,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-23,-123.01598,49.22432,0.0814,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-24,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-25,-123.01598,49.22432,0.075015,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-26,-123.01598,49.22432,0.136633,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-27,-123.01598,49.22432,0.223012,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-28,-123.01598,49.22432,0.074798,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-29,-123.01598,49.22432,0.080883,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-30,-123.01598,49.22432,0.052579,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-03-31,-123.01598,49.22432,0.296301,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-01,-123.01598,49.22432,0.048758,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-02,-123.01598,49.22432,0.140201,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-03,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-04,-123.01598,49.22432,0.019879,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-05,-123.01598,49.22432,0.188387,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-06,-123.01598,49.22432,0.29756,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-07,-123.01598,49.22432,0.205795,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-08,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-09,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-10,-123.01598,49.22432,0.236539,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-11,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-12,-123.01598,49.22432,0.081592,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-13,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-14,-123.01598,49.22432,0.204014,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-15,-123.01598,49.22432,0.05089,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-16,-123.01598,49.22432,0.105192,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-17,-123.01598,49.22432,0.070783,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-18,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-19,-123.01598,49.22432,0.160108,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-20,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-21,-123.01598,49.22432,0.15213,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-22,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-23,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-24,-123.01598,49.22432,0.137122,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-25,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-26,-123.01598,49.22432,0.172573,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-27,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-28,-123.01598,49.22432,0.109082,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-29,-123.01598,49.22432,0.064011,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-04-30,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-01,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-02,-123.01598,49.22432,0.167605,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-03,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-04,-123.01598,49.22432,0.117971,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-05,-123.01598,49.22432,0.026701,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-06,-123.01598,49.22432,0.103624,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-07,-123.01598,49.22432,0.179564,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-08,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-09,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-10,-123.01598,49.22432,0.304604,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-11,-123.01598,49.22432,0.095849,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-12,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-13,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-14,-123.01598,49.22432,0.174996,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-15,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-16,-123.01598,49.22432,0.078205,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-17,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-18,-123.01598,49.22432,0.164848,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-19,-123.01598,49.22432,0.252631,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-20,-123.01598,49.22432,0.048239,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-21,-123.01598,49.22432,0.021505,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-22,-123.01598,49.22432,0.158365,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-23,-123.01598,49.22432,0.01306,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-24,-123.01598,49.22432,0.069285,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-25,-123.01598,49.22432,0.108768,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-26,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-27,-123.01598,49.22432,0.10685,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-28,-123.01598,49.22432,0.021127,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-29,-123.01598,49.22432,0.135652,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-30,-123.01598,49.22432,0.048419,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-05-31,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-01,-123.01598,49.22432,0.061096,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-02,-123.01598,49.22432,0.185772,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-03,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-04,-123.01598,49.22432,0.050484,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-05,-123.01598,49.22432,0.176091,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-06,-123.01598,49.22432,0.205354,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-07,-123.01598,49.22432,0.134779,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-08,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-09,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-10,-123.01598,49.22432,0.053101,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-11,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-12,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-13,-123.01598,49.22432,0.024411,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-14,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-15,-123.01598,49.22432,0.066492,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-16,-123.01598,49.22432,0.13703,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-17,-123.01598,49.22432,0.080761,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-18,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-19,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-20,-123.01598,49.22432,0.149129,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-21,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-22,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-23,-123.01598,49.22432,0.219781,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-24,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-25,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-26,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-27,-123.01598,49.22432,0.021471,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-28,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-29,-123.01598,49.22432,0.024292,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-06-30,-123.01598,49.22432,0.069846,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-01,-123.01598,49.22432,0.125057,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-02,-123.01598,49.22432,0.108634,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-03,-123.01598,49.22432,0.107267,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-04,-123.01598,49.22432,0.024872,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-05,-123.01598,49.22432,0.085279,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-06,-123.01598,49.22432,0.05286,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-07,-123.01598,49.22432,0.133982,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-08,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-09,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-10,-123.01598,49.22432,0.049478,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-11,-123.01598,49.22432,0.052109,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-12,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-13,-123.01598,49.22432,0.202428,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-14,-123.01598,49.22432,0.077688,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-15,-123.01598,49.22432,0.075017,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-16,-123.01598,49.22432,0.072844,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-17,-123.01598,49.22432,0.079413,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-18,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-19,-123.01598,49.22432,0.052924,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-20,-123.01598,49.22432,0.184421,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-21,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-22,-123.01598,49.22432,0.135482,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-23,-123.01598,49.22432,0.097042,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-24,-123.01598,49.22432,0.049195,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-25,-123.01598,49.22432,0.082645,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-26,-123.01598,49.22432,0.102846,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-27,-123.01598,49.22432,0.0497,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-28,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-29,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-30,-123.01598,49.22432,0.148259,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-07-31,-123.01598,49.22432,0.025,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-01,-123.01598,49.22432,0.209638,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-02,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-03,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-04,-123.01598,49.22432,0.020638,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-05,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-06,-123.01598,49.22432,0.034706,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-07,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-08,-123.01598,49.22432,0.16103,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-09,-123.01598,49.22432,0.133115,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-10,-123.01598,49.22432,0.032494,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-11,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-12,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-13,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-14,-123.01598,49.22432,0.077702,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-15,-123.01598,49.22432,0.083165,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-16,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-17,-123.01598,49.22432,0.051812,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-18,-123.01598,49.22432,0.109132,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-19,-123.01598,49.22432,0.274669,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-20,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-21,-123.01598,49.22432,0.080116,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-22,-123.01598,49.22432,0.02413,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-23,-123.01598,49.22432,0.025225,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-24,-123.01598,49.22432,0.025934,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-25,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-26,-123.01598,49.22432,0.021749,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-27,-123.01598,49.22432,0.058028,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-28,-123.01598,49.22432,0.04912,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-29,-123.01598,49.22432,0.104333,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-30,-123.01598,49.22432,0.028168,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-08-31,-123.01598,49.22432,0.022894,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-01,-123.01598,49.22432,0.108526,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-02,-123.01598,49.22432,0.046346,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-03,-123.01598,49.22432,0.025876,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-04,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-05,-123.01598,49.22432,0.187486,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-06,-123.01598,49.22432,0.079255,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-07,-123.01598,49.22432,0.019632,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-08,-123.01598,49.22432,0.056842,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-09,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-10,-123.01598,49.22432,0.023708,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-11,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-12,-123.01598,49.22432,0.138781,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-13,-123.01598,49.22432,0.113011,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-14,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-15,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-16,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-17,-123.01598,49.22432,0.082114,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-18,-123.01598,49.22432,0.148912,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-19,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-20,-123.01598,49.22432,0.078588,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-21,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-22,-123.01598,49.22432,0.077574,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-23,-123.01598,49.22432,0.082726,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-24,-123.01598,49.22432,0.065664,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-25,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-26,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-27,-123.01598,49.22432,0.101237,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-28,-123.01598,49.22432,0.159546,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-29,-123.01598,49.22432,0.134088,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-09-30,-123.01598,49.22432,0.242441,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-01,-123.01598,49.22432,0.080127,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-02,-123.01598,49.22432,0.036215,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-03,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-04,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-05,-123.01598,49.22432,0.120958,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-06,-123.01598,49.22432,0.150268,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-07,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-08,-123.01598,49.22432,0.159327,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-09,-123.01598,49.22432,0.11943,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-10,-123.01598,49.22432,0.039186,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-11,-123.01598,49.22432,0.053327,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-12,-123.01598,49.22432,3.9e-05,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-13,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-14,-123.01598,49.22432,0.212764,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-15,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-16,-123.01598,49.22432,0.014897,"-123.01666,49.22388,-123.01529,49.22477"
1,2022-10-17,-123.01598,49.22432,0,"-123.01666,49.22388,-123.01529,49.22477"
